geneid	name2
ENSMUST00000006435	Atp6v1b2
ENSMUST00000185176	Lzts1
ENSMUST00000037049	Lzts1
ENSMUST00000212681	Zfp930
ENSMUST00000212312	Zfp930
ENSMUST00000110216	Zfp930
ENSMUST00000212549	D130040H23Rik
ENSMUST00000078257	D130040H23Rik
ENSMUST00000072427	Gm10033
ENSMUST00000213012	Gm10033
ENSMUST00000239456	Gm10033
ENSMUST00000239413	Gm10033
ENSMUST00000239492	Gm10033
ENSMUST00000157704	Gm25661
ENSMUST00000212932	Gm45848
ENSMUST00000200846	Gm9495
ENSMUST00000201619	Gm43263
ENSMUST00000201500	Gm7697
ENSMUST00000121886	Zfp868
ENSMUST00000074982	Zfp868
ENSMUST00000204285	Zfp964
ENSMUST00000169125	Zfp964
ENSMUST00000238292	Zfp869
ENSMUST00000238657	Zfp869
ENSMUST00000238418	Zfp869
ENSMUST00000238753	Zfp869
ENSMUST00000238408	Zfp869
ENSMUST00000080987	Zfp869
ENSMUST00000130458	Zfp963
ENSMUST00000149782	Gm20422
ENSMUST00000154063	Zfp963
ENSMUST00000131784	Zfp866
ENSMUST00000137573	Zfp866
ENSMUST00000034326	Atp13a1
ENSMUST00000036074	Gmip
ENSMUST00000123453	Gmip
ENSMUST00000164890	Lpar2
ENSMUST00000034325	Lpar2
ENSMUST00000238452	Lpar2
ENSMUST00000057831	Cilp2
ENSMUST00000152938	Yjefn3
ENSMUST00000180068	Yjefn3
ENSMUST00000110167	Ndufa13
ENSMUST00000050373	Tssk6
ENSMUST00000116463	Gatad2a
ENSMUST00000168013	Mau2
ENSMUST00000050561	Mau2
ENSMUST00000212308	Mau2
ENSMUST00000212451	Mau2
ENSMUST00000011450	Sugp1
ENSMUST00000110160	Tm6sf2
ENSMUST00000049197	Tm6sf2
ENSMUST00000007738	Hapln4
ENSMUST00000002412	Ncan
ENSMUST00000184696	Mir7066
ENSMUST00000158489	Gm25906
ENSMUST00000075724	Rfxank
ENSMUST00000211898	Nr2c2ap
ENSMUST00000095273	Nr2c2ap
ENSMUST00000212320	Rfxank
ENSMUST00000002418	Borcs8
ENSMUST00000163756	Mef2b
ENSMUST00000110139	Borcs8
ENSMUST00000110143	Mef2b
ENSMUST00000110146	Mef2b
ENSMUST00000110140	Mef2b
ENSMUST00000110141	Mef2b
ENSMUST00000002413	Tmem161a
ENSMUST00000182980	Tmem161a
ENSMUST00000063788	Slc25a42
ENSMUST00000110127	Slc25a42
ENSMUST00000019679	Armc6
ENSMUST00000087467	Homer3
ENSMUST00000140212	Homer3
ENSMUST00000110124	Homer3
ENSMUST00000003669	Homer3
ENSMUST00000008004	Ddx49
ENSMUST00000066469	Cope
ENSMUST00000165819	Cers1
ENSMUST00000140239	Cers1
ENSMUST00000207684	Gdf1
ENSMUST00000215817	Upf1
ENSMUST00000075666	Upf1
ENSMUST00000003659	Comp
ENSMUST00000209415	Klhl26
ENSMUST00000210250	Klhl26
ENSMUST00000066597	Klhl26
ENSMUST00000166976	Klhl26
ENSMUST00000209567	Klhl26
ENSMUST00000045286	Tmem59l
ENSMUST00000211264	1700020G03Rik
ENSMUST00000008032	Crlf1
ENSMUST00000075175	Rex1bd
ENSMUST00000136913	Rex1bd
ENSMUST00000140679	Uba52
ENSMUST00000129909	Uba52
ENSMUST00000125184	Uba52
ENSMUST00000081940	Uba52
ENSMUST00000135446	Uba52
ENSMUST00000165126	Uba52
ENSMUST00000119353	Fkbp8
ENSMUST00000075491	Fkbp8
ENSMUST00000119698	Fkbp8
ENSMUST00000093454	Ell
ENSMUST00000019283	Isyna1
ENSMUST00000210005	Isyna1
ENSMUST00000049908	Ssbp4
ENSMUST00000210369	Ssbp4
ENSMUST00000211053	Gm45546
ENSMUST00000052437	Lrrc25
ENSMUST00000003808	Gdf15
ENSMUST00000110103	Gdf15
ENSMUST00000211715	Pgpep1
ENSMUST00000034311	Lsm4
ENSMUST00000210071	Lsm4
ENSMUST00000210987	Lsm4
ENSMUST00000095267	Jund
ENSMUST00000211380	Gm11175
ENSMUST00000116172	Gm11175
ENSMUST00000212436	Iqcn
ENSMUST00000179347	Gm3336
ENSMUST00000213065	Gm3336
ENSMUST00000034307	Pde4c
ENSMUST00000239435	Pde4c
ENSMUST00000239487	Pde4c
ENSMUST00000110095	Pde4c
ENSMUST00000224874	Pde4c
ENSMUST00000110093	Rab3a
ENSMUST00000034301	Rab3a
ENSMUST00000110090	Rab3a
ENSMUST00000110092	Rab3a
ENSMUST00000038626	Mpv17l2
ENSMUST00000222087	Ifi30
ENSMUST00000212384	6330537M06Rik
ENSMUST00000034296	Pik3r2
ENSMUST00000191396	2010320M18Rik
ENSMUST00000211948	Mast3
ENSMUST00000184074	Mir7240
ENSMUST00000000808	Il12rb1
ENSMUST00000212657	Il12rb1
ENSMUST00000002989	Arrdc2
ENSMUST00000110081	Kcnn1
ENSMUST00000110078	Kcnn1
ENSMUST00000212086	Kcnn1
ENSMUST00000212611	Kcnn1
ENSMUST00000212509	Kcnn1
ENSMUST00000050921	A230052G05Rik
ENSMUST00000007865	Ccdc124
ENSMUST00000000809	Slc5a5
ENSMUST00000054220	Rpl18a
ENSMUST00000212709	Rpl18a
ENSMUST00000212494	Rpl18a
ENSMUST00000184412	Mir7067
ENSMUST00000104375	Snora68
ENSMUST00000157623	Mir1969
ENSMUST00000098653	Gm10654
ENSMUST00000211950	1700026F02Rik
ENSMUST00000184911	Gm27628
ENSMUST00000110071	Haus8
ENSMUST00000035960	Haus8
ENSMUST00000110053	Use1
ENSMUST00000110054	Use1
ENSMUST00000019169	Use1
ENSMUST00000110051	Ocel1
ENSMUST00000002469	Ocel1
ENSMUST00000110052	Ocel1
ENSMUST00000002466	Nr2f6
ENSMUST00000049184	Ushbp1
ENSMUST00000002473	Babam1
ENSMUST00000119976	Ankle1
ENSMUST00000120725	Ankle1
ENSMUST00000008094	Abhd8
ENSMUST00000048914	Mrpl34
ENSMUST00000124745	Dda1
ENSMUST00000138892	Dda1
ENSMUST00000147642	Dda1
ENSMUST00000093450	Ano8
ENSMUST00000213382	Ano8
ENSMUST00000007754	Gtpbp3
ENSMUST00000168847	Gtpbp3
ENSMUST00000048452	Plvap
ENSMUST00000207913	Ccdc194
ENSMUST00000051672	Bst2
ENSMUST00000034272	Mvb12a
ENSMUST00000052072	Tmem221
ENSMUST00000212889	Slc27a1
ENSMUST00000034267	Slc27a1
ENSMUST00000034264	Pgls
ENSMUST00000143441	Pgls
ENSMUST00000143662	Fam129c
ENSMUST00000047903	Colgalt1
ENSMUST00000030170	Unc13a
ENSMUST00000177517	Unc13a
ENSMUST00000184793	Mir6769b
ENSMUST00000110013	Jak3
ENSMUST00000051995	Jak3
ENSMUST00000110012	Jak3
ENSMUST00000034261	Insl3
ENSMUST00000093444	Fcho1
ENSMUST00000146100	Fcho1
ENSMUST00000212427	Gm35572
ENSMUST00000188685	Zfp709
ENSMUST00000188374	Zfp709
ENSMUST00000034259	Zfp709
ENSMUST00000110002	Zfp882
ENSMUST00000119003	Zfp617
ENSMUST00000212022	Gm45694
ENSMUST00000003574	Cyp4f18
ENSMUST00000122661	Gm25052
ENSMUST00000215324	Olfr372
ENSMUST00000093434	Olfr372
ENSMUST00000074540	Olfr373
ENSMUST00000210435	Olfr374
ENSMUST00000209675	Olfr374
ENSMUST00000157835	Gm24747
ENSMUST00000003575	Tpm4
ENSMUST00000238492	Tpm4
ENSMUST00000181918	Gm26586
ENSMUST00000156664	Gm16091
ENSMUST00000003121	Rab8a
ENSMUST00000072097	Hsh2d
ENSMUST00000165324	Hsh2d
ENSMUST00000098630	Cib3
ENSMUST00000238973	Cib3
ENSMUST00000109987	Gm11034
ENSMUST00000003117	Ap1m1
ENSMUST00000075602	Gm10282
ENSMUST00000067912	Klf2
ENSMUST00000212590	Eps15l1
ENSMUST00000212189	Gm45779
ENSMUST00000019876	Calr3
ENSMUST00000109974	Calr3
ENSMUST00000064853	1700030K09Rik
ENSMUST00000121902	1700030K09Rik
ENSMUST00000079510	Cherp
ENSMUST00000212991	Cherp
ENSMUST00000183439	Mir7068
ENSMUST00000181452	Gm17435
ENSMUST00000212699	Gm17435
ENSMUST00000058534	Med26
ENSMUST00000178138	Gm28019
ENSMUST00000167290	Smim7
ENSMUST00000058733	Smim7
ENSMUST00000212763	Tmem38a
ENSMUST00000034244	Tmem38a
ENSMUST00000093427	Nwd1
ENSMUST00000161254	Nwd1
ENSMUST00000228312	Nwd1
ENSMUST00000175535	Gm26237
ENSMUST00000109950	Sin3b
ENSMUST00000212095	Sin3b
ENSMUST00000058099	F2rl3
ENSMUST00000211831	Gm45705
ENSMUST00000213063	Gm45706
ENSMUST00000175399	Mir28b
ENSMUST00000158822	Gm22532
ENSMUST00000102244	Gm23255
ENSMUST00000211967	Gm45821
ENSMUST00000183704	Gm27864
ENSMUST00000156185	Gm11033
ENSMUST00000034034	Isx
ENSMUST00000174427	Isx
ENSMUST00000041759	Hmgxb4
ENSMUST00000109940	Hmgxb4
ENSMUST00000212231	Gm45822
ENSMUST00000165630	Tom1
ENSMUST00000078847	Tom1
ENSMUST00000212068	Gm45820
ENSMUST00000005548	Hmox1
ENSMUST00000164309	Mcm5
ENSMUST00000212426	Mcm5
ENSMUST00000212811	Mcm5
ENSMUST00000212196	Gm45899
ENSMUST00000212891	Gm45903
ENSMUST00000139848	Rasd2
ENSMUST00000132133	Rasd2
ENSMUST00000212864	Gm10358
ENSMUST00000192721	Gm38270
ENSMUST00000212661	Gm45741
ENSMUST00000104349	Gm22544
ENSMUST00000082775	Gm22509
ENSMUST00000212370	Gm45798
ENSMUST00000185045	Gm27355
ENSMUST00000148066	Gm10649
ENSMUST00000158684	Gm24838
ENSMUST00000158317	Gm23260
ENSMUST00000210161	Gm45406
ENSMUST00000209302	4933421D24Rik
ENSMUST00000209499	Gm45407
ENSMUST00000184762	0610038B21Rik
ENSMUST00000181420	0610038B21Rik
ENSMUST00000056237	Prmt9
ENSMUST00000118622	Prmt9
ENSMUST00000157125	Gm23468
ENSMUST00000209267	Gm45286
ENSMUST00000034030	Tmem184c
ENSMUST00000134397	1700092C02Rik
ENSMUST00000211466	Gm45714
ENSMUST00000034029	Ednra
ENSMUST00000157136	Gm23981
ENSMUST00000209933	Gm29895
ENSMUST00000117845	Ttc29
ENSMUST00000034115	Pou4f2
ENSMUST00000049245	Rbmxl1
ENSMUST00000211719	Rbmxl1
ENSMUST00000130325	Lsm6
ENSMUST00000051867	Lsm6
ENSMUST00000146824	Lsm6
ENSMUST00000209234	Gm45326
ENSMUST00000210045	Gm39204
ENSMUST00000082992	Gm22044
ENSMUST00000034109	1700011L22Rik
ENSMUST00000211572	Gm30329
ENSMUST00000048718	Mmaa
ENSMUST00000066091	Smad1
ENSMUST00000109885	Smad1
ENSMUST00000211483	Gm45601
ENSMUST00000211703	Gm45602
ENSMUST00000173078	Otud4
ENSMUST00000173286	Otud4
ENSMUST00000048147	Anapc10
ENSMUST00000210812	Anapc10
ENSMUST00000211147	Gm45435
ENSMUST00000079038	Hhip
ENSMUST00000183628	Gm27820
ENSMUST00000210143	Gm45431
ENSMUST00000211276	Gm45430
ENSMUST00000063359	Gypa
ENSMUST00000142188	4930505O20Rik
ENSMUST00000039695	Frem3
ENSMUST00000043359	Smarca5
ENSMUST00000209804	Gm45872
ENSMUST00000211421	Gm31105
ENSMUST00000182891	Gm27048
ENSMUST00000166229	Gm9725
ENSMUST00000210771	Gm45538
ENSMUST00000168243	4930579O11Rik
ENSMUST00000158522	Gm25267
ENSMUST00000210654	Gm38590
ENSMUST00000209515	Gm38590
ENSMUST00000209363	Il15
ENSMUST00000209573	Il15
ENSMUST00000034148	Il15
ENSMUST00000083248	Gm25138
ENSMUST00000034147	Zfp330
ENSMUST00000209358	Gm31545
ENSMUST00000211485	Gm45449
ENSMUST00000098605	Gm10645
ENSMUST00000034146	Ucp1
ENSMUST00000177594	Elmod2
ENSMUST00000053902	Elmod2
ENSMUST00000002259	Clgn
ENSMUST00000109831	Clgn
ENSMUST00000212449	Scoc
ENSMUST00000081506	Scoc
ENSMUST00000167525	Scoc
ENSMUST00000212905	Scoc
ENSMUST00000212031	Scoc
ENSMUST00000214156	Olfr370
ENSMUST00000209408	Olfr370
ENSMUST00000058609	Olfr370
ENSMUST00000036996	Ndufb7
ENSMUST00000212990	Tecr
ENSMUST00000238997	Tecr
ENSMUST00000163837	Tecr
ENSMUST00000019382	Tecr
ENSMUST00000165740	Tecr
ENSMUST00000212132	D830024N08Rik
ENSMUST00000212714	Gm45823
ENSMUST00000005620	Dnajb1
ENSMUST00000212300	Dnajb1
ENSMUST00000019577	Gipc1
ENSMUST00000005616	Pkn1
ENSMUST00000019608	Ptger1
ENSMUST00000144258	Pkn1
ENSMUST00000019576	Ddx39
ENSMUST00000172396	Ddx39
ENSMUST00000109810	Ddx39
ENSMUST00000002964	Adgre5
ENSMUST00000166939	Adgre5
ENSMUST00000075843	Adgre5
ENSMUST00000109802	Adgre5
ENSMUST00000184114	Mir1668
ENSMUST00000122733	Gm22024
ENSMUST00000141158	Adgrl1
ENSMUST00000045393	Adgrl1
ENSMUST00000132500	Adgrl1
ENSMUST00000152978	Adgrl1
ENSMUST00000131717	Adgrl1
ENSMUST00000199528	Gm44450
ENSMUST00000200106	Gm44330
ENSMUST00000098595	Gm10644
ENSMUST00000005607	Asf1b
ENSMUST00000005606	Prkaca
ENSMUST00000211558	Prkaca
ENSMUST00000095228	Samd1
ENSMUST00000060357	1700067K01Rik
ENSMUST00000239176	1700067K01Rik
ENSMUST00000184463	Mir8111
ENSMUST00000190457	Misp3
ENSMUST00000117015	Mir1199
ENSMUST00000055077	Palm3
ENSMUST00000005601	Il27ra
ENSMUST00000061923	Rln3
ENSMUST00000098592	Gm10643
ENSMUST00000071067	C330011M18Rik
ENSMUST00000211046	Rfx1
ENSMUST00000005600	Rfx1
ENSMUST00000102190	Mir709
ENSMUST00000041367	Dcaf15
ENSMUST00000210279	Dcaf15
ENSMUST00000093380	Podnl1
ENSMUST00000117424	Cc2d1a
ENSMUST00000040383	Cc2d1a
ENSMUST00000093375	4930432K21Rik
ENSMUST00000116684	Gm25110
ENSMUST00000070102	Nanos3
ENSMUST00000210202	Nanos3
ENSMUST00000102383	Mir181d
ENSMUST00000083549	Mir181c
ENSMUST00000181282	Gm26887
ENSMUST00000193908	Gm37352
ENSMUST00000083677	Mir23a
ENSMUST00000083510	Mir27a
ENSMUST00000083607	Mir24-2
ENSMUST00000199621	Mir3074-2
ENSMUST00000180630	Gm26532
ENSMUST00000039480	Zswim4
ENSMUST00000019506	D8Ertd738e
ENSMUST00000126435	Mri1
ENSMUST00000098578	Ccdc130
ENSMUST00000005120	Ccdc130
ENSMUST00000082458	Gm23626
ENSMUST00000238337	Cacna1a
ENSMUST00000127527	Gm16183
ENSMUST00000060427	Ier2
ENSMUST00000001974	Trmt1
ENSMUST00000109767	Trmt1
ENSMUST00000109768	Trmt1
ENSMUST00000125370	Trmt1
ENSMUST00000238562	Lyl1
ENSMUST00000037165	Lyl1
ENSMUST00000109764	Nfix
ENSMUST00000076715	Nfix
ENSMUST00000099070	Nfix
ENSMUST00000109762	Nfix
ENSMUST00000098571	G430095P16Rik
ENSMUST00000065539	Dand5
ENSMUST00000036734	Gadd45gip1
ENSMUST00000003911	Rad23a
ENSMUST00000109761	Rad23a
ENSMUST00000003912	Calr
ENSMUST00000147538	1700122E12Rik
ENSMUST00000003906	Farsa
ENSMUST00000109754	Farsa
ENSMUST00000184765	Mir7069
ENSMUST00000170296	Syce2
ENSMUST00000136026	Syce2
ENSMUST00000003907	Gcdh
ENSMUST00000109745	Gcdh
ENSMUST00000067060	Klf1
ENSMUST00000239392	Klf1
ENSMUST00000003910	Dnase2a
ENSMUST00000109744	Dnase2a
ENSMUST00000145292	Dnase2a
ENSMUST00000175085	Gm24197
ENSMUST00000067472	Rtbdn
ENSMUST00000109740	Rtbdn
ENSMUST00000121880	Rtbdn
ENSMUST00000152378	Rtbdn
ENSMUST00000109738	Rnaseh2a
ENSMUST00000109736	Rnaseh2a
ENSMUST00000065049	Rnaseh2a
ENSMUST00000128972	Rnaseh2a
ENSMUST00000147812	Rnaseh2a
ENSMUST00000214133	Gm49661
ENSMUST00000109734	Prdx2
ENSMUST00000005292	Prdx2
ENSMUST00000109733	Prdx2
ENSMUST00000164807	Prdx2
ENSMUST00000209372	AC163703.1
ENSMUST00000064922	Junb
ENSMUST00000209764	Hook2
ENSMUST00000064495	Hook2
ENSMUST00000210326	Hook2
ENSMUST00000209322	Best2
ENSMUST00000059072	Best2
ENSMUST00000209421	Best2
ENSMUST00000064314	Asna1
ENSMUST00000047281	Trir
ENSMUST00000093360	Tnpo2
ENSMUST00000211601	Tnpo2
ENSMUST00000166592	Tnpo2
ENSMUST00000104339	Gm25506
ENSMUST00000156084	A230103J11Rik
ENSMUST00000183657	Mir7070
ENSMUST00000177563	Gm5741
ENSMUST00000078665	Dhps
ENSMUST00000093357	Wdr83
ENSMUST00000079764	Wdr83os
ENSMUST00000140621	Wdr83os
ENSMUST00000034121	Man2b1
ENSMUST00000211109	Zfp791
ENSMUST00000098550	Zfp791
ENSMUST00000158588	Gm23388
ENSMUST00000209823	Gm42031
ENSMUST00000211617	Cks1brt
ENSMUST00000076896	Cks1brt
ENSMUST00000218663	Olfr371
ENSMUST00000070849	Olfr371
ENSMUST00000034131	Vps35
ENSMUST00000170141	Orc6
ENSMUST00000034132	Orc6
ENSMUST00000157719	Gm22336
ENSMUST00000151550	AA672651
ENSMUST00000047749	4921524J17Rik
ENSMUST00000195451	1700051O22Rik
ENSMUST00000034136	Gpt2
ENSMUST00000034138	Dnaja2
ENSMUST00000210575	Gm45424
ENSMUST00000211727	Gm45425
ENSMUST00000109686	Neto2
ENSMUST00000209479	Neto2
ENSMUST00000216286	Neto2
ENSMUST00000184375	Mir8109
ENSMUST00000210912	Gm39214
ENSMUST00000183645	Hm629797
ENSMUST00000157567	Gm23904
ENSMUST00000083803	Gm24490
ENSMUST00000152438	Abcc12
ENSMUST00000200165	Gm44348
ENSMUST00000121673	Lonp2
ENSMUST00000163987	Lonp2
ENSMUST00000082690	Gm22305
ENSMUST00000045296	Siah1a
ENSMUST00000238340	Gm10638
ENSMUST00000034074	N4bp1
ENSMUST00000184161	2010110E17Rik
ENSMUST00000183752	Gm27167
ENSMUST00000183394	Gm27168
ENSMUST00000157636	Gm24781
ENSMUST00000184692	Gm5118
ENSMUST00000183718	Gm10637
ENSMUST00000184702	Gm10637
ENSMUST00000183344	Gm27169
ENSMUST00000184995	Gm27207
ENSMUST00000184323	Gm27208
ENSMUST00000184406	4930535O05Rik
ENSMUST00000183446	Gm19872
ENSMUST00000210935	Gm2694
ENSMUST00000034076	Cbln1
ENSMUST00000169693	Cbln1
ENSMUST00000180700	Gm2694
ENSMUST00000180806	Gm2694
ENSMUST00000181898	Gm2694
ENSMUST00000183294	Gm27016
ENSMUST00000182952	1700120C18Rik
ENSMUST00000093342	4933402J07Rik
ENSMUST00000158676	Gm24841
ENSMUST00000095214	Cnep1r1
ENSMUST00000121097	Cnep1r1
ENSMUST00000117775	Cnep1r1
ENSMUST00000034079	Heatr3
ENSMUST00000121949	Heatr3
ENSMUST00000184847	Mir7071
ENSMUST00000185395	9430002A10Rik
ENSMUST00000169037	Adcy7
ENSMUST00000168545	Adcy7
ENSMUST00000171456	Adcy7
ENSMUST00000098521	Adcy7
ENSMUST00000034086	Nkd1
ENSMUST00000169179	Nkd1
ENSMUST00000209918	Gm45496
ENSMUST00000211113	Nkd1
ENSMUST00000034087	Snx20
ENSMUST00000054324	Nod2
ENSMUST00000118370	Nod2
ENSMUST00000109634	Nod2
ENSMUST00000211407	Gm45504
ENSMUST00000183771	Mir8110
ENSMUST00000034090	Sall1
ENSMUST00000082824	Gm26331
ENSMUST00000158258	Gm24212
ENSMUST00000211205	Gm45639
ENSMUST00000211507	Gm45638
ENSMUST00000210956	Gm35850
ENSMUST00000211705	Gm35850
ENSMUST00000211762	Gm35963
ENSMUST00000198683	Gm44382
ENSMUST00000209208	Gm19935
ENSMUST00000209775	Gm45641
ENSMUST00000210665	Gm45640
ENSMUST00000211364	Gm45643
ENSMUST00000209493	Gm6658
ENSMUST00000210196	Gm45363
ENSMUST00000158554	Gm22428
ENSMUST00000120426	Aktip
ENSMUST00000210728	Gm45464
ENSMUST00000120213	Aktip
ENSMUST00000120349	Aktip
ENSMUST00000125257	Aktip
ENSMUST00000109609	Aktip
ENSMUST00000211474	Gm45666
ENSMUST00000158523	Gm23408
ENSMUST00000211546	Gm36243
ENSMUST00000210054	Gm45662
ENSMUST00000209619	Gm45428
ENSMUST00000209572	Gm45427
ENSMUST00000211287	4831440D22Rik
ENSMUST00000211232	Gm45292
ENSMUST00000211048	Gm45289
ENSMUST00000211177	Gm45290
ENSMUST00000210685	Gm45294
ENSMUST00000168442	Gm3235
ENSMUST00000209754	Gm45293
ENSMUST00000210393	Gm45295
ENSMUST00000210487	Gm36325
ENSMUST00000210339	Gm36380
ENSMUST00000093312	Irx3
ENSMUST00000175795	Irx3
ENSMUST00000062522	Irx3os
ENSMUST00000133528	Irx3os
ENSMUST00000191594	Gm28511
ENSMUST00000189823	Gm28515
ENSMUST00000210400	Gm36670
ENSMUST00000209303	Gm36843
ENSMUST00000190257	Gm28516
ENSMUST00000083702	Gm24254
ENSMUST00000210508	Gm45332
ENSMUST00000210618	Gm45335
ENSMUST00000211118	Gm45334
ENSMUST00000179421	Crnde
ENSMUST00000180102	Crnde
ENSMUST00000178584	Gm21817
ENSMUST00000179400	Crnde
ENSMUST00000210246	Irx5
ENSMUST00000034184	Irx5
ENSMUST00000210010	Gm45336
ENSMUST00000034185	Irx6
ENSMUST00000167261	Irx6
ENSMUST00000210252	Gm45505
ENSMUST00000034187	Mmp2
ENSMUST00000211295	Gm45472
ENSMUST00000046290	Lpcat2
ENSMUST00000210099	Lpcat2
ENSMUST00000104947	Capns2
ENSMUST00000116963	Gm22151
ENSMUST00000165470	Slc6a2
ENSMUST00000072939	Slc6a2
ENSMUST00000095211	Ces1a
ENSMUST00000210735	Gm45463
ENSMUST00000034189	Ces1c
ENSMUST00000212413	Gm45909
ENSMUST00000034173	Ces1e
ENSMUST00000176282	Ces1e
ENSMUST00000034178	Ces1f
ENSMUST00000145041	Ces1h
ENSMUST00000212027	Gm45765
ENSMUST00000213047	Gm45764
ENSMUST00000212816	Gm30132
ENSMUST00000212825	Gm30132
ENSMUST00000212921	Gm45765
ENSMUST00000211900	Gm45766
ENSMUST00000212009	Ces5a
ENSMUST00000077816	Ces5a
ENSMUST00000212304	Gm26843
ENSMUST00000213021	Gm45786
ENSMUST00000181864	4930488L21Rik
ENSMUST00000212638	4930488L21Rik
ENSMUST00000175264	Gm24159
ENSMUST00000034204	Nudt21
ENSMUST00000212981	Nudt21
ENSMUST00000109556	Ogfod1
ENSMUST00000093301	Ogfod1
ENSMUST00000060632	Ogfod1
ENSMUST00000211865	Gm45873
ENSMUST00000034206	Bbs2
ENSMUST00000034207	Mt4
ENSMUST00000034211	Mt3
ENSMUST00000211930	Mt3
ENSMUST00000211915	Mt3
ENSMUST00000211992	Gm45774
ENSMUST00000034214	Mt2
ENSMUST00000212806	Mt2
ENSMUST00000034215	Mt1
ENSMUST00000212291	Mt1
ENSMUST00000211807	Mt1
ENSMUST00000212456	Gm39228
ENSMUST00000211822	Nup93
ENSMUST00000212137	Gm45804
ENSMUST00000212800	C78859
ENSMUST00000083578	Mir138-2
ENSMUST00000034218	Slc12a3
ENSMUST00000212134	Slc12a3
ENSMUST00000212669	Gm15889
ENSMUST00000159142	Gm15889
ENSMUST00000161024	Gm15890
ENSMUST00000161576	Herpud1
ENSMUST00000034220	Herpud1
ENSMUST00000180445	9330175E14Rik
ENSMUST00000184542	Mir7072
ENSMUST00000098489	Nlrc5
ENSMUST00000048653	Cpne2
ENSMUST00000109537	Cpne2
ENSMUST00000034226	Fam192a
ENSMUST00000121101	Rspry1
ENSMUST00000212759	Gm45797
ENSMUST00000034228	Arl2bp
ENSMUST00000109527	Arl2bp
ENSMUST00000211858	Arl2bp
ENSMUST00000034227	Pllp
ENSMUST00000212778	Gm45767
ENSMUST00000157706	Gm22846
ENSMUST00000034231	Ccl22
ENSMUST00000034230	Cx3cl1
ENSMUST00000211956	Cx3cl1
ENSMUST00000211947	Cx3cl1
ENSMUST00000034232	Ccl17
ENSMUST00000162538	Ciapin1
ENSMUST00000034233	Ciapin1
ENSMUST00000034234	Coq9
ENSMUST00000109521	Polr2c
ENSMUST00000211939	Polr2c
ENSMUST00000212810	Dok4
ENSMUST00000046461	Dok4
ENSMUST00000077955	Ccdc102a
ENSMUST00000166802	Adgrg5
ENSMUST00000074570	Adgrg5
ENSMUST00000179619	Adgrg1
ENSMUST00000093271	Adgrg1
ENSMUST00000211835	Gm45757
ENSMUST00000058479	Drc7
ENSMUST00000034239	Katnb1
ENSMUST00000212448	Gm45758
ENSMUST00000169353	Kifc3
ENSMUST00000034240	Kifc3
ENSMUST00000169748	Kifc3
ENSMUST00000213004	Kifc3
ENSMUST00000212682	Gm31224
ENSMUST00000212199	Gm45812
ENSMUST00000212925	Gm31036
ENSMUST00000120044	Cngb1
ENSMUST00000121162	Cngb1
ENSMUST00000093268	Cngb1
ENSMUST00000161029	Tepp
ENSMUST00000098480	Tepp
ENSMUST00000212056	Tepp
ENSMUST00000057717	Zfp319
ENSMUST00000034245	Usb1
ENSMUST00000034243	Mmp15
ENSMUST00000056919	Csnk2a2
ENSMUST00000212214	Csnk2a2
ENSMUST00000211857	Gm45854
ENSMUST00000212310	Gm45853
ENSMUST00000212602	4933406B17Rik
ENSMUST00000212067	1700112L15Rik
ENSMUST00000213096	Prss54
ENSMUST00000052690	Prss54
ENSMUST00000180075	Prss54
ENSMUST00000211925	Gm31518
ENSMUST00000211856	Gm45702
ENSMUST00000034094	Gins3
ENSMUST00000212434	Gins3
ENSMUST00000073139	Ndrg4
ENSMUST00000080666	Ndrg4
ENSMUST00000034096	Setd6
ENSMUST00000098473	Cnot1
ENSMUST00000068452	Cnot1
ENSMUST00000211887	Cnot1
ENSMUST00000083155	Gm26493
ENSMUST00000197815	Mir7073
ENSMUST00000196326	Gm26265
ENSMUST00000083277	Gm26265
ENSMUST00000212863	Gm45762
ENSMUST00000212647	4930513N10Rik
ENSMUST00000074053	Sap18b
ENSMUST00000211921	Gm31805
ENSMUST00000040481	Slc38a7
ENSMUST00000212270	Slc38a7
ENSMUST00000034097	Got2
ENSMUST00000212190	Gm45760
ENSMUST00000212248	Gm45895
ENSMUST00000104084	Gm22780
ENSMUST00000212119	Gm32122
ENSMUST00000212351	1700047G07Rik
ENSMUST00000104745	Gm24132
ENSMUST00000212293	Gm45703
ENSMUST00000212210	Gm45788
ENSMUST00000158914	Gm25160
ENSMUST00000103937	Gm26399
ENSMUST00000209813	Gm39231
ENSMUST00000116830	Gm23494
ENSMUST00000161244	Gm15679
ENSMUST00000209893	Gm45297
ENSMUST00000083885	Gm24693
ENSMUST00000064349	A330008L17Rik
ENSMUST00000157360	Gm22223
ENSMUST00000157971	Gm24602
ENSMUST00000210301	Gm45257
ENSMUST00000210409	9430099M06Rik
ENSMUST00000104813	Gm26301
ENSMUST00000210042	Gm45258
ENSMUST00000211563	Gm45391
ENSMUST00000209501	1600027J07Rik
ENSMUST00000210896	Gm29682
ENSMUST00000034339	Cdh5
ENSMUST00000210429	Gm45663
ENSMUST00000153288	Gm10631
ENSMUST00000212627	Gm45892
ENSMUST00000212672	Gm45887
ENSMUST00000050211	Tk2
ENSMUST00000212275	Tk2
ENSMUST00000034342	Cklf
ENSMUST00000212433	Cklf
ENSMUST00000211809	Cklf
ENSMUST00000098464	Cklf
