geneid	name2
ENSMUST00000061590	Intu
ENSMUST00000091186	Intu
ENSMUST00000204702	Hspa4l
ENSMUST00000108086	Hspa4l
ENSMUST00000099121	Larp1b
ENSMUST00000197066	Gm16508
ENSMUST00000026866	Sclt1
ENSMUST00000181047	2610316D01Rik
ENSMUST00000193580	Gm37190
ENSMUST00000194629	Gm6209
ENSMUST00000023849	Noct
ENSMUST00000167780	Noct
ENSMUST00000144826	Noct
ENSMUST00000118075	Maml3
ENSMUST00000121440	Maml3
ENSMUST00000193679	Gm37202
ENSMUST00000053764	Foxo1
ENSMUST00000059562	Lhfp
ENSMUST00000147139	Lhfp
ENSMUST00000197034	Gm42899
ENSMUST00000091137	Frem2
ENSMUST00000029311	Trpc4
ENSMUST00000200048	Trpc4
ENSMUST00000029371	Smad9
ENSMUST00000029368	Ccna1
ENSMUST00000198320	Ccna1
ENSMUST00000197238	Ccna1
ENSMUST00000196745	Dclk1
ENSMUST00000167204	Dclk1
ENSMUST00000054237	Dclk1
ENSMUST00000029374	Nbea
ENSMUST00000029380	Wwtr1
ENSMUST00000120977	Wwtr1
ENSMUST00000041826	Rnf13
ENSMUST00000200497	Rnf13
ENSMUST00000198214	Rnf13
ENSMUST00000199041	Rnf13
ENSMUST00000099090	Tsc22d2
ENSMUST00000199164	Tsc22d2
ENSMUST00000107924	Selenot
ENSMUST00000055636	Clrn1
ENSMUST00000072551	Clrn1
ENSMUST00000051408	Clrn1
ENSMUST00000199659	Med12l
ENSMUST00000040325	Med12l
ENSMUST00000164225	Med12l
ENSMUST00000050360	P2ry12
ENSMUST00000199609	P2ry12
ENSMUST00000192807	Mbnl1
ENSMUST00000099087	Mbnl1
ENSMUST00000191747	Mbnl1
ENSMUST00000194069	Mbnl1
ENSMUST00000194201	Mbnl1
ENSMUST00000193517	Mbnl1
ENSMUST00000192607	Mbnl1
ENSMUST00000079300	Arhgef26
ENSMUST00000194150	Mme
ENSMUST00000194134	Mme
ENSMUST00000029400	Mme
ENSMUST00000160638	Plch1
ENSMUST00000048134	Plch1
ENSMUST00000084105	Plch1
ENSMUST00000162269	Plch1
ENSMUST00000159676	Plch1
ENSMUST00000059973	Plch1
ENSMUST00000177143	Plch1
ENSMUST00000029406	Vmn2r1
ENSMUST00000175971	Vmn2r128
ENSMUST00000177146	Gm26939
ENSMUST00000233255	Vmn2r7
ENSMUST00000161972	Vmn2r7
ENSMUST00000049230	Kcnab1
ENSMUST00000195685	A330015K06Rik
ENSMUST00000047906	Tiparp
ENSMUST00000099075	Lekr1
ENSMUST00000177434	Lekr1
ENSMUST00000029422	Shox2
ENSMUST00000162060	Shox2
ENSMUST00000162439	Shox2
ENSMUST00000166353	Gm17402
ENSMUST00000054825	Rarres1
ENSMUST00000063263	Iqcj
ENSMUST00000182532	Schip1
ENSMUST00000182719	Schip1
ENSMUST00000107812	Ift80
ENSMUST00000029347	Ift80
ENSMUST00000169064	Ift80
ENSMUST00000029353	Kpna4
ENSMUST00000194558	Kpna4
ENSMUST00000029355	Ppm1l
ENSMUST00000029358	Nmd3
ENSMUST00000029367	Bche
ENSMUST00000107778	Zbbx
ENSMUST00000039269	Zbbx
ENSMUST00000107776	Zbbx
ENSMUST00000107775	Zbbx
ENSMUST00000193989	Wdr49
ENSMUST00000029423	Serpini1
ENSMUST00000189155	Gm29133
ENSMUST00000038563	Golim4
ENSMUST00000117242	Golim4
ENSMUST00000167078	Golim4
ENSMUST00000195708	Rapgef2
ENSMUST00000164216	Gm17359
ENSMUST00000199658	Gm17359
ENSMUST00000133154	Fnip2
ENSMUST00000076136	Fnip2
ENSMUST00000029568	Tmem144
ENSMUST00000168038	Tmem144
ENSMUST00000194077	A330069K06Rik
ENSMUST00000029654	Glrb
ENSMUST00000194085	Glrb
ENSMUST00000107743	Glrb
ENSMUST00000029652	Pdgfc
ENSMUST00000193125	Gm9989
ENSMUST00000029635	Gucy1b1
ENSMUST00000193597	Gucy1b1
ENSMUST00000193581	Gm30097
ENSMUST00000194580	Gm30097
ENSMUST00000191829	Dchs2
ENSMUST00000191758	Tmem131l
ENSMUST00000192095	Tmem131l
ENSMUST00000052342	Tmem131l
ENSMUST00000047368	Mnd1
ENSMUST00000107692	Trim2
ENSMUST00000098990	Arfip1
ENSMUST00000107687	Arfip1
ENSMUST00000143514	Arfip1
ENSMUST00000107682	Tmem154
ENSMUST00000189046	1700036G14Rik
ENSMUST00000211986	Gm45790
ENSMUST00000107672	Gatb
ENSMUST00000127348	Gatb
ENSMUST00000107674	Gatb
ENSMUST00000118408	Fam160a1
ENSMUST00000094148	Fam160a1
ENSMUST00000238331	Sh3d19
ENSMUST00000238222	Sh3d19
ENSMUST00000238545	Sh3d19
ENSMUST00000182666	Sh3d19
ENSMUST00000107664	Sh3d19
ENSMUST00000238606	Sh3d19
ENSMUST00000192145	Lrba
ENSMUST00000194759	Lrba
ENSMUST00000107635	Lrba
ENSMUST00000195524	Lrba
ENSMUST00000194490	Gm37876
ENSMUST00000191752	Dclk2
ENSMUST00000029719	Dclk2
ENSMUST00000195561	Dclk2
ENSMUST00000193632	Dclk2
ENSMUST00000194452	Dclk2
ENSMUST00000159976	Kirrel
ENSMUST00000107618	Kirrel
ENSMUST00000041732	Kirrel
ENSMUST00000238894	ETV3L
ENSMUST00000238853	ETV3L
ENSMUST00000039476	Arhgef11
ENSMUST00000029714	Pear1
ENSMUST00000090981	Pear1
ENSMUST00000005019	Crabp2
ENSMUST00000181550	Gm3764
ENSMUST00000180582	Gm3764
ENSMUST00000001451	Smg5
ENSMUST00000107498	Gon4l
ENSMUST00000081695	Gon4l
ENSMUST00000090942	Gon4l
ENSMUST00000198251	Gm43713
ENSMUST00000186583	Ash1l
ENSMUST00000090933	Ash1l
ENSMUST00000107462	Dpm3
ENSMUST00000107432	Zbtb7b
ENSMUST00000029677	Zbtb7b
ENSMUST00000000811	Kcnn3
ENSMUST00000198322	Ubap2l
ENSMUST00000029553	Ubap2l
ENSMUST00000064639	Ubap2l
ENSMUST00000196843	Ubap2l
ENSMUST00000090908	Ubap2l
ENSMUST00000195995	Ubap2l
ENSMUST00000199834	Ubap2l
ENSMUST00000199754	Gatad2b
ENSMUST00000199607	Gatad2b
ENSMUST00000029783	Snx27
ENSMUST00000107283	Snx27
ENSMUST00000200642	Snx27
ENSMUST00000006123	Tuft1
ENSMUST00000196733	Tuft1
ENSMUST00000196655	Tuft1
ENSMUST00000107272	Cgn
ENSMUST00000107273	Cgn
ENSMUST00000238849	Cgn
ENSMUST00000039537	Mindy1
ENSMUST00000107187	Mindy1
ENSMUST00000168223	Mindy1
ENSMUST00000015667	Ctss
ENSMUST00000116304	Ctss
ENSMUST00000117782	Adamtsl4
ENSMUST00000015994	Adamtsl4
ENSMUST00000090791	Rprd2
ENSMUST00000197449	Rprd2
ENSMUST00000165307	Anp32e
ENSMUST00000015893	Anp32e
ENSMUST00000169426	Anp32e
ENSMUST00000171368	Anp32e
ENSMUST00000168106	Anp32e
ENSMUST00000170125	Anp32e
ENSMUST00000177442	Bola1
ENSMUST00000029740	Rnf115
ENSMUST00000058865	Pdzk1
ENSMUST00000107070	Pdzk1
ENSMUST00000107069	Pdzk1
ENSMUST00000199597	Gja5
ENSMUST00000107050	Fmo5
ENSMUST00000029729	Fmo5
ENSMUST00000107049	Fmo5
ENSMUST00000168438	Pde4dip
ENSMUST00000090750	Pde4dip
ENSMUST00000029476	Sec22b
ENSMUST00000122288	Sec22b
ENSMUST00000079812	Notch2
ENSMUST00000120541	Hmgcs2
ENSMUST00000090746	Hmgcs2
ENSMUST00000029462	Tbx15
ENSMUST00000164539	Spag17
ENSMUST00000052120	Wdr3
ENSMUST00000094048	Trim45
ENSMUST00000037409	Trim45
ENSMUST00000106980	Trim45
ENSMUST00000134993	Trim45
ENSMUST00000102694	Ptgfrn
ENSMUST00000043983	Igsf3
ENSMUST00000195164	Igsf3
ENSMUST00000036493	Atp1a1
ENSMUST00000197360	Gm42937
ENSMUST00000118411	Mab21l3
ENSMUST00000029454	Casq2
ENSMUST00000165540	Casq2
ENSMUST00000196720	A230001M10Rik
ENSMUST00000035952	Ngf
ENSMUST00000106925	Ngf
ENSMUST00000198644	Ngf
ENSMUST00000029448	Sycp1
ENSMUST00000196988	Sycp1
ENSMUST00000029446	Csde1
ENSMUST00000198180	Csde1
ENSMUST00000197827	Csde1
ENSMUST00000199240	Csde1
ENSMUST00000199420	Csde1
ENSMUST00000199571	Csde1
ENSMUST00000197488	Csde1
ENSMUST00000173206	Dennd2c
ENSMUST00000172288	Dennd2c
ENSMUST00000029444	Trim33
ENSMUST00000106860	Trim33
ENSMUST00000051139	Rsbn1
ENSMUST00000068879	Rsbn1
ENSMUST00000064371	Magi3
ENSMUST00000121198	Magi3
ENSMUST00000122303	Magi3
ENSMUST00000046316	Lrig2
ENSMUST00000199070	Lrig2
ENSMUST00000198332	Lrig2
ENSMUST00000098761	Kcnd3
ENSMUST00000118360	Kcnd3
ENSMUST00000079169	Kcnd3
ENSMUST00000090678	Rap1a
ENSMUST00000197094	Rap1a
ENSMUST00000067630	Dram2
ENSMUST00000121034	Dram2
ENSMUST00000029507	Dram2
ENSMUST00000098751	Lrif1
ENSMUST00000213616	Olfr266
ENSMUST00000216610	Olfr266
ENSMUST00000029504	Cym
ENSMUST00000169449	Slc6a17
ENSMUST00000029499	Slc6a17
ENSMUST00000118593	Csf1
ENSMUST00000014743	Csf1
ENSMUST00000000001	Gnai3
ENSMUST00000090569	Psma5
ENSMUST00000090558	Celsr2
ENSMUST00000106625	5330417C22Rik
ENSMUST00000048012	5330417C22Rik
ENSMUST00000106609	Clcc1
ENSMUST00000029483	Clcc1
ENSMUST00000106613	Clcc1
ENSMUST00000046864	Vav3
ENSMUST00000106576	Vav3
ENSMUST00000198910	Gm6602
ENSMUST00000092155	Col11a1
ENSMUST00000081752	Olfm3
ENSMUST00000051309	Olfm3
ENSMUST00000067485	Slc30a7
ENSMUST00000198269	Gm43109
ENSMUST00000000349	Dbt
ENSMUST00000029570	Mfsd14a
ENSMUST00000140672	Gm43191
ENSMUST00000040603	Agl
ENSMUST00000162792	Agl
ENSMUST00000159742	Agl
ENSMUST00000239347	Plppr5
ENSMUST00000029639	Snx7
ENSMUST00000198499	Snx7
ENSMUST00000039177	Dpyd
ENSMUST00000149101	Dpyd
ENSMUST00000182124	6530403H02Rik
ENSMUST00000183276	6530403H02Rik
ENSMUST00000183168	6530403H02Rik
ENSMUST00000182099	6530403H02Rik
ENSMUST00000135818	Tlcd4
ENSMUST00000128909	Tlcd4
ENSMUST00000029777	Tlcd4
ENSMUST00000155309	Tlcd4
ENSMUST00000039197	Slc44a3
ENSMUST00000197383	Abcd3
ENSMUST00000029770	Abcd3
ENSMUST00000013995	Abca4
ENSMUST00000141135	Abca4
ENSMUST00000072769	Gm17494
ENSMUST00000029766	Bcar3
ENSMUST00000162409	Fnbp1l
ENSMUST00000162947	Fnbp1l
ENSMUST00000239148	Fnbp1l
ENSMUST00000066728	Pde5a
ENSMUST00000200389	Pde5a
ENSMUST00000090379	Usp53
ENSMUST00000106426	Synpo2
ENSMUST00000106427	Synpo2
ENSMUST00000198584	Synpo2
ENSMUST00000047923	Sec24d
ENSMUST00000029603	Prss12
ENSMUST00000132112	Ndst3
ENSMUST00000154668	Ndst3
ENSMUST00000029602	Ndst3
ENSMUST00000124803	Ndst3
ENSMUST00000172537	Ndst3
ENSMUST00000196150	Gm43731
ENSMUST00000198883	Gm42825
ENSMUST00000173932	Ndst4
ENSMUST00000174648	Ndst4
ENSMUST00000106402	Camk2d
ENSMUST00000106399	Camk2d
ENSMUST00000066466	Camk2d
ENSMUST00000163226	Camk2d
ENSMUST00000199300	Camk2d
ENSMUST00000106400	Camk2d
ENSMUST00000200171	Camk2d
ENSMUST00000171289	Camk2d
ENSMUST00000106401	Camk2d
ENSMUST00000196636	Gm42514
ENSMUST00000182078	Ank2
ENSMUST00000182064	Ank2
ENSMUST00000199027	Gm43750
ENSMUST00000182008	Ank2
ENSMUST00000182547	Ank2
ENSMUST00000182994	Ank2
ENSMUST00000182610	Ank2
ENSMUST00000199556	Gm42974
ENSMUST00000196937	Gm42972
ENSMUST00000054483	Tifa
ENSMUST00000163775	Tifa
ENSMUST00000164447	Tifa
ENSMUST00000171621	Tifa
ENSMUST00000197413	D030025E07Rik
ENSMUST00000199042	Gm43824
ENSMUST00000199910	Elovl6
ENSMUST00000197070	Elovl6
ENSMUST00000071402	Elovl6
ENSMUST00000199846	6330410L21Rik
ENSMUST00000029629	Pla2g12a
ENSMUST00000061165	Pla2g12a
ENSMUST00000080335	Col25a1
ENSMUST00000106353	Col25a1
ENSMUST00000238846	Col25a1
ENSMUST00000029611	Lef1
ENSMUST00000066849	Lef1
ENSMUST00000106341	Lef1
ENSMUST00000098611	Lef1
ENSMUST00000090246	Sgms2
ENSMUST00000029666	Papss1
ENSMUST00000199878	Papss1
ENSMUST00000200527	Papss1
ENSMUST00000197726	Gm29865
ENSMUST00000212804	Gimd1
ENSMUST00000212852	Gimd1
ENSMUST00000212594	Gimd1
ENSMUST00000163241	Gimd1
ENSMUST00000169172	Tbck
ENSMUST00000042744	Npnt
ENSMUST00000117811	Npnt
ENSMUST00000042729	Npnt
ENSMUST00000117456	Npnt
ENSMUST00000093971	Npnt
ENSMUST00000117164	Npnt
ENSMUST00000029651	Gstcd
ENSMUST00000080583	Gstcd
ENSMUST00000199268	Gm42567
ENSMUST00000200444	Gm26691
ENSMUST00000180764	Gm26820
ENSMUST00000029822	Tacr3
ENSMUST00000078568	Slc9b1
ENSMUST00000029814	Manba
ENSMUST00000029812	Nfkb1
ENSMUST00000164430	Nfkb1
ENSMUST00000197498	Gm31243
ENSMUST00000198354	Gm31243
ENSMUST00000189233	1700030L20Rik
ENSMUST00000070198	Ppp3ca
ENSMUST00000056758	Ppp3ca
ENSMUST00000053855	Ddit4l
ENSMUST00000090178	Dnajb14
ENSMUST00000040321	Trmt10a
ENSMUST00000162864	Trmt10a
ENSMUST00000004232	Adh1
ENSMUST00000029803	Eif4e
ENSMUST00000196990	Eif4e
ENSMUST00000200239	Eif4e
ENSMUST00000200100	Eif4e
ENSMUST00000029800	Tspan5
ENSMUST00000098574	Rap1gds1
ENSMUST00000196280	Rap1gds1
ENSMUST00000029796	Rap1gds1
ENSMUST00000200396	Rap1gds1
ENSMUST00000199604	Gm43826
ENSMUST00000029948	Bmpr1b
ENSMUST00000098568	Bmpr1b
ENSMUST00000106230	Bmpr1b
ENSMUST00000029941	Pdlim5
ENSMUST00000195975	Pdlim5
ENSMUST00000196220	Pdlim5
ENSMUST00000200043	Pdlim5
ENSMUST00000198381	Pdlim5
ENSMUST00000170361	Pdlim5
ENSMUST00000090134	Pdlim5
ENSMUST00000168967	Pdlim5
ENSMUST00000196908	Pdlim5
ENSMUST00000058626	Pdlim5
ENSMUST00000106218	Kyat3
ENSMUST00000044392	Kyat3
ENSMUST00000043812	Pkn2
ENSMUST00000173830	Pkn2
ENSMUST00000174422	Pkn2
ENSMUST00000197030	Gm43614
ENSMUST00000200176	Gm42705
ENSMUST00000196668	Gm42707
ENSMUST00000196620	Gm42707
ENSMUST00000043325	Hs2st1
ENSMUST00000082437	Selenof
ENSMUST00000106211	Selenof
ENSMUST00000159989	Clca3b
ENSMUST00000029923	Clca4a
ENSMUST00000238960	Clca4a
ENSMUST00000040465	Clca2
ENSMUST00000198993	Clca2
ENSMUST00000029848	Col24a1
ENSMUST00000029845	Ddah1
ENSMUST00000120310	Ddah1
ENSMUST00000039517	Syde2
ENSMUST00000212479	Syde2
ENSMUST00000200546	Syde2
ENSMUST00000039164	Lpar3
ENSMUST00000106151	Ssx2ip
ENSMUST00000106153	Ssx2ip
ENSMUST00000039021	Ssx2ip
ENSMUST00000106149	Ssx2ip
ENSMUST00000125965	Samd13
ENSMUST00000124931	Samd13
ENSMUST00000147113	Samd13
ENSMUST00000197989	Samd13
ENSMUST00000170055	Ttll7
ENSMUST00000037942	Ttll7
ENSMUST00000106134	Ttll7
ENSMUST00000199007	Gm30382
ENSMUST00000199503	Gm30382
ENSMUST00000198573	Gm43470
ENSMUST00000046977	Adgrl4
ENSMUST00000073089	Miga1
ENSMUST00000068243	Miga1
ENSMUST00000199334	Miga1
ENSMUST00000106103	Zzz3
ENSMUST00000106100	Zzz3
ENSMUST00000200570	Zzz3
ENSMUST00000089982	Zzz3
ENSMUST00000106101	Zzz3
ENSMUST00000045262	Ak5
ENSMUST00000044278	St6galnac5
ENSMUST00000200397	St6galnac3
ENSMUST00000005630	Msh4
ENSMUST00000188338	Msh4
ENSMUST00000190449	Msh4
ENSMUST00000195806	Gm38139
ENSMUST00000098496	Erich3
ENSMUST00000064076	Tnni3k
ENSMUST00000041425	Negr1
ENSMUST00000106065	Negr1
ENSMUST00000200255	B230334C09Rik
ENSMUST00000197341	Gm20752
ENSMUST00000120272	Depdc1a
ENSMUST00000029825	Depdc1a
ENSMUST00000106041	Depdc1a
ENSMUST00000068952	Wls
ENSMUST00000198878	Wls
ENSMUST00000184832	Gm28002
ENSMUST00000184213	Gm27460
ENSMUST00000191986	Gm37338
ENSMUST00000104639	Gm23237
ENSMUST00000108394	Hnf4g
ENSMUST00000175001	Gm23976
ENSMUST00000104719	n-R5s194
ENSMUST00000158662	Gm22944
ENSMUST00000183944	1110015O18Rik
ENSMUST00000183632	1110015O18Rik
ENSMUST00000181749	Gm17308
ENSMUST00000128815	2700069I18Rik
ENSMUST00000194396	Gm10748
ENSMUST00000176666	4930555M17Rik
ENSMUST00000164828	Pex2
ENSMUST00000165309	Pex2
ENSMUST00000191916	Pex2
ENSMUST00000195855	Pex2
ENSMUST00000059021	Pex2
ENSMUST00000071280	Pex2
ENSMUST00000192045	Gm8797
ENSMUST00000192782	Gm37350
ENSMUST00000179815	Gm25352
ENSMUST00000179561	Gm25144
ENSMUST00000178841	Gm23147
ENSMUST00000091364	1700008P02Rik
ENSMUST00000158595	Gm22074
ENSMUST00000028999	Pkia
ENSMUST00000193330	Pkia
ENSMUST00000157859	Gm23592
ENSMUST00000051064	Zc2hc1a
ENSMUST00000193010	Zc2hc1a
ENSMUST00000181286	Gm16685
ENSMUST00000188525	1700010I02Rik
ENSMUST00000187729	1700010I02Rik
ENSMUST00000083269	Gm24614
ENSMUST00000191988	Gm32496
ENSMUST00000042412	Hey1
ENSMUST00000157469	Gm23670
ENSMUST00000194944	C230057A21Rik
ENSMUST00000195781	C230057A21Rik
ENSMUST00000194556	Gm37647
ENSMUST00000120143	Tpd52
ENSMUST00000091355	Tpd52
ENSMUST00000091354	Tpd52
ENSMUST00000094381	Tpd52
ENSMUST00000121038	Tpd52
ENSMUST00000063496	Tpd52
ENSMUST00000194792	4930539M17Rik
ENSMUST00000155203	Zbtb10
ENSMUST00000157604	Gm22604
ENSMUST00000180874	C030034L19Rik
ENSMUST00000181930	C030034L19Rik
ENSMUST00000192900	Gm38001
ENSMUST00000160368	Gm16337
ENSMUST00000157379	Gm24786
ENSMUST00000029046	Fabp5
ENSMUST00000195727	Gm38335
ENSMUST00000029034	Pmp2
ENSMUST00000194885	Gm37389
ENSMUST00000193487	Fabp9
ENSMUST00000191678	Fabp9
ENSMUST00000029038	Fabp9
ENSMUST00000029041	Fabp4
ENSMUST00000191824	4632432E15Rik
ENSMUST00000194040	1700029B24Rik
ENSMUST00000029043	Fabp12
ENSMUST00000172126	Fabp12
ENSMUST00000117917	Fabp12
ENSMUST00000119761	Fabp12
ENSMUST00000194572	A930014E01Rik
ENSMUST00000065938	Impa1
ENSMUST00000118410	Impa1
ENSMUST00000191670	Impa1
ENSMUST00000192603	Gm38303
ENSMUST00000078748	Slc10a5
ENSMUST00000037839	Zfand1
ENSMUST00000108377	Zfand1
ENSMUST00000029049	Chmp4c
ENSMUST00000099223	Snx16
ENSMUST00000029047	Snx16
ENSMUST00000195822	Snx16
ENSMUST00000191685	Gm37831
ENSMUST00000191748	Gm37244
ENSMUST00000157233	Gm22795
ENSMUST00000175281	Gm22547
ENSMUST00000192022	Gm10745
ENSMUST00000195003	Gm37813
ENSMUST00000194841	Gm2464
ENSMUST00000108373	Ralyl
ENSMUST00000157921	Gm25981
ENSMUST00000122735	Gm22026
ENSMUST00000158606	Gm23112
ENSMUST00000037321	Slc7a12
ENSMUST00000120484	Slc7a12
ENSMUST00000120801	Slc7a12
ENSMUST00000029069	E2f5
ENSMUST00000165922	E2f5
ENSMUST00000185384	Rbis
ENSMUST00000108365	Rbis
ENSMUST00000186870	Rbis
ENSMUST00000185423	Rbis
ENSMUST00000029071	Car13
ENSMUST00000181860	Car1
ENSMUST00000094365	Car1
ENSMUST00000029076	Car3
ENSMUST00000029078	Car2
ENSMUST00000182586	A930001A20Rik
ENSMUST00000194008	Gm33819
ENSMUST00000108361	Gm9733
ENSMUST00000099201	Sirpb1a
ENSMUST00000192700	Sirpb1a
ENSMUST00000192382	Sirpb1b
ENSMUST00000091319	Sirpb1b
ENSMUST00000194767	Gm37468
ENSMUST00000108354	Sirpb1c
ENSMUST00000108352	Sirpb1c
ENSMUST00000050623	Sirpb1c
ENSMUST00000108350	Sirpb1c
ENSMUST00000108349	Sirpb1c
ENSMUST00000180054	Gm24694
ENSMUST00000158249	Gm25863
ENSMUST00000108345	Ythdf3
ENSMUST00000191774	Ythdf3
ENSMUST00000108346	Ythdf3
ENSMUST00000158019	Gm26485
ENSMUST00000157916	Gm24963
ENSMUST00000191898	Gm30340
ENSMUST00000188983	Mir124-2hg
ENSMUST00000189868	Mir124-2hg
ENSMUST00000186746	Mir124-2hg
ENSMUST00000189754	Mir124-2hg
ENSMUST00000186923	Mir124-2hg
ENSMUST00000189467	Mir124-2hg
ENSMUST00000175332	Mir124a-2
ENSMUST00000185804	Mir124-2hg
ENSMUST00000157268	Gm23441
ENSMUST00000029080	Cypt12
ENSMUST00000026120	Bhlhe22
ENSMUST00000178937	Gm23726
ENSMUST00000083241	Gm23686
ENSMUST00000197097	Gm43834
ENSMUST00000192010	4930433B08Rik
ENSMUST00000198383	Gm42944
ENSMUST00000193065	Gm37979
ENSMUST00000117529	Mtfr1
ENSMUST00000119865	Mtfr1
ENSMUST00000130645	Mtfr1
ENSMUST00000091314	Pde7a
ENSMUST00000141455	Gm16093
ENSMUST00000121951	Pde7a
ENSMUST00000158524	Gm22282
ENSMUST00000118735	Dnajc5b
ENSMUST00000165693	Dnajc5b
ENSMUST00000082660	Gm23330
ENSMUST00000119133	1700064H15Rik
ENSMUST00000195674	BC002189
ENSMUST00000061294	Crh
ENSMUST00000091309	Cp
ENSMUST00000108329	Cp
ENSMUST00000003714	Cp
ENSMUST00000108328	Cp
ENSMUST00000108325	Cp
ENSMUST00000012580	Hps3
ENSMUST00000108321	Hps3
ENSMUST00000002502	Hltf
ENSMUST00000118015	Gyg
ENSMUST00000178328	Gyg
ENSMUST00000001921	Cpa3
ENSMUST00000184606	Mir7007
ENSMUST00000011607	Cpb1
ENSMUST00000196460	Gm43525
ENSMUST00000199511	Gm42594
ENSMUST00000195457	Gm31466
ENSMUST00000194795	Gm37480
ENSMUST00000190301	Gm29137
ENSMUST00000200150	Gm31693
ENSMUST00000196313	Gm43674
ENSMUST00000199072	Gm43672
ENSMUST00000157150	Rprl2
ENSMUST00000194390	Gm38324
ENSMUST00000158221	Gm26354
ENSMUST00000194174	Gm37889
ENSMUST00000195835	Gm37021
ENSMUST00000093715	Gm24704
ENSMUST00000157490	Gm24062
ENSMUST00000194368	Gm37136
ENSMUST00000157320	Gm24250
ENSMUST00000193993	Gm37573
ENSMUST00000099182	A830092H15Rik
ENSMUST00000195446	A830092H15Rik
ENSMUST00000116718	Gm25773
ENSMUST00000198010	Gm44464
ENSMUST00000157117	Gm25152
ENSMUST00000181124	1700125G22Rik
ENSMUST00000046515	Nceh1
ENSMUST00000046383	Tnfsf10
ENSMUST00000174840	Tnfsf10
ENSMUST00000057186	Ghsr
ENSMUST00000198723	Gm43344
ENSMUST00000174954	Mir3092
ENSMUST00000058077	Tmem212
ENSMUST00000158147	Gm26040
ENSMUST00000192154	Gm37537
ENSMUST00000175249	Mir466q
ENSMUST00000193387	1700112D23Rik
ENSMUST00000060500	Eif5a2
ENSMUST00000193336	Gm32950
ENSMUST00000043867	Rpl22l1
ENSMUST00000194649	Rpl22l1
ENSMUST00000192940	Gm33051
ENSMUST00000192066	Gm37867
ENSMUST00000195470	Gm37924
ENSMUST00000099170	Gm1527
ENSMUST00000192669	Gm38029
ENSMUST00000195304	Gm37965
ENSMUST00000102165	Mir551b
ENSMUST00000184317	Mir21b
ENSMUST00000193549	Mannr
ENSMUST00000172694	Mecom
ENSMUST00000108270	Mecom
ENSMUST00000166001	Mecom
ENSMUST00000193223	Gm38066
ENSMUST00000192320	Gm38197
ENSMUST00000061088	Mecom
ENSMUST00000091270	Gm10258
ENSMUST00000192999	Gm38362
ENSMUST00000192224	Gm37024
ENSMUST00000195290	Gm37652
ENSMUST00000191792	Gm38258
ENSMUST00000193960	1600017P15Rik
ENSMUST00000083427	1600017P15Rik
ENSMUST00000047630	Actrt3
ENSMUST00000192715	Mynn
ENSMUST00000047502	Mynn
ENSMUST00000029252	Lrrc34
ENSMUST00000108263	Lrrc31
ENSMUST00000133653	Gm15462
ENSMUST00000108262	Samd7
ENSMUST00000187361	4933429H19Rik
ENSMUST00000108259	Gpr160
ENSMUST00000108261	Gpr160
ENSMUST00000166278	Gpr160
ENSMUST00000046748	Gpr160
ENSMUST00000108258	Gpr160
ENSMUST00000194340	9530022L04Rik
ENSMUST00000108249	Prkci
ENSMUST00000184398	Mir7008
ENSMUST00000118470	Skil
ENSMUST00000029194	Skil
ENSMUST00000117728	Skil
ENSMUST00000118204	Skil
ENSMUST00000046174	Cldn11
ENSMUST00000091259	Slc7a14
ENSMUST00000108245	Slc7a14
ENSMUST00000129578	Gm15496
ENSMUST00000193926	Gm38025
ENSMUST00000194517	Gm37834
ENSMUST00000194796	Kcnmb2
ENSMUST00000029199	Zmat3
ENSMUST00000168566	Zmat3
ENSMUST00000191961	Gm36990
ENSMUST00000108243	Pik3ca
ENSMUST00000029201	Pik3ca
ENSMUST00000108242	Pik3ca
ENSMUST00000192994	Gm37123
ENSMUST00000164954	Kcnmb3
ENSMUST00000193287	Zfp639
ENSMUST00000191783	Zfp639
ENSMUST00000192741	Gm37592
ENSMUST00000029203	Zfp639
ENSMUST00000091257	Mfn1
ENSMUST00000118286	Mfn1
ENSMUST00000155737	Gnb4
ENSMUST00000108234	Gnb4
ENSMUST00000193050	Gnb4
ENSMUST00000195407	Gm37640
ENSMUST00000029214	Actl6a
ENSMUST00000194497	Gm37353
ENSMUST00000043966	Mrpl47
ENSMUST00000127477	Ndufb5
ENSMUST00000121778	Ndufb5
ENSMUST00000122290	Ndufb5
ENSMUST00000192259	Gm37459
ENSMUST00000108221	Pex5l
ENSMUST00000195007	Gm37459
ENSMUST00000122716	Gm23214
ENSMUST00000193458	Gm37443
ENSMUST00000193649	Gm19445
ENSMUST00000183415	Gm27974
ENSMUST00000195487	Gm37031
ENSMUST00000157635	Gm24780
ENSMUST00000191914	Gm37398
ENSMUST00000197116	Gm43666
ENSMUST00000099153	Ttc14
ENSMUST00000200271	Ttc14
ENSMUST00000117915	Ttc14
ENSMUST00000108210	Ttc14
ENSMUST00000196975	Ttc14
ENSMUST00000197317	Gm43140
ENSMUST00000200253	4930431L21Rik
ENSMUST00000200282	4930502C17Rik
ENSMUST00000104371	Gm23175
ENSMUST00000200602	Gm43077
ENSMUST00000001620	Fxr1
ENSMUST00000167354	Fxr1
ENSMUST00000198051	Fxr1
ENSMUST00000197694	Fxr1
ENSMUST00000200392	Fxr1
ENSMUST00000198616	Gm43667
ENSMUST00000197014	Gm43668
